order_id,order_date,customer_id,product_id,store_id,discount,quantity,sales_amount
O030653,2024-08-02,C08396,P063,S020,10,2,14558
O030654,2025-07-05,C06549,P068,S028,10,2,21808
O030655,2024-03-19,C01400,P053,S033,0,5,1490
O030656,2025-10-07,C01373,P026,S028,25,12,52506
O030657,2025-04-16,C09449,P088,S013,0,1,7284
O030658,2024-12-20,C05107,P071,S047,0,5,59800
O030659,2025-08-31,C03204,P043,S003,25,7,63294
O030660,2025-09-06,C09887,P053,S026,5,3,849
O030661,2024-03-28,C02683,P090,S004,0,8,114240
O030662,2024-06-19,C07923,P080,S048,0,4,90904
O030663,2024-02-22,C08426,P014,S018,0,3,22704
O030664,2025-01-09,C02138,P051,S011,10,2,14472
O030665,2024-10-10,C07148,P037,S040,10,3,53751
O030666,2025-02-14,C02807,P076,S008,5,3,42094
O030667,2026-01-11,C04851,P045,S049,0,5,30640
O030668,2025-06-22,C01958,P011,S049,5,3,60556
O030669,2025-01-26,C09686,P065,S004,20,2,36691
O030670,2024-12-07,C00932,P035,S039,0,3,26598
O030671,2025-07-24,C00048,P032,S017,0,1,4596
O030672,2024-09-07,C02271,P050,S014,5,7,3983
O030673,2024-03-27,C05768,P033,S021,20,3,19336
O030674,2025-06-14,C07919,P069,S008,5,2,46335
O030675,2025-03-14,C04562,P033,S005,10,5,36256
O030676,2025-07-24,C00679,P066,S032,0,12,14136
O030677,2025-07-29,C01591,P033,S017,0,2,16114
O030678,2025-07-07,C02519,P024,S008,5,3,9553
O030679,2026-01-09,C07133,P013,S038,5,4,57820
O030680,2024-06-30,C09021,P097,S035,5,10,140885
O030681,2024-05-21,C01567,P007,S050,5,2,28840
O030682,2025-02-18,C06684,P035,S003,10,9,71814
O030683,2024-12-06,C01568,P019,S041,15,5,83172
O030684,2025-12-30,C00206,P098,S045,0,1,8281
O030685,2025-08-09,C01806,P034,S020,5,6,117984
O030686,2025-09-08,C08672,P026,S015,10,10,52506
O030687,2024-08-03,C02121,P070,S043,10,5,53167
O030688,2025-05-05,C09654,P053,S029,10,5,1341
O030689,2024-03-30,C05811,P054,S034,5,5,107478
O030690,2025-03-31,C06686,P090,S030,0,12,171360
O030691,2024-11-21,C01438,P099,S016,5,11,201110
O030692,2025-05-28,C01943,P023,S017,0,5,11180
O030693,2025-06-09,C02828,P063,S018,10,1,7279
O030694,2024-06-06,C07381,P091,S044,10,1,765
O030695,2025-08-30,C08963,P010,S043,5,8,68635
O030696,2024-02-23,C08259,P036,S026,15,1,13887
O030697,2025-04-12,C09638,P094,S004,0,11,216612
O030698,2025-04-28,C07637,P098,S013,15,4,28155
O030699,2024-12-03,C08556,P033,S011,0,5,40285
O030700,2025-12-25,C04496,P073,S046,10,1,19839
O030701,2025-02-14,C02898,P059,S024,5,4,55168
O030702,2024-05-11,C00260,P065,S022,5,3,65356
O030703,2024-05-30,C07930,P033,S026,20,2,12891
O030704,2024-12-05,C01069,P071,S019,5,6,68172
O030705,2025-04-08,C04994,P073,S030,0,1,22044
O030706,2024-12-21,C09503,P061,S021,10,4,65188
O030707,2025-02-08,C07708,P016,S032,15,2,15636
O030708,2025-06-21,C07497,P094,S042,20,8,126028
O030709,2024-11-11,C06459,P082,S035,5,3,58222
O030710,2024-06-23,C01443,P064,S049,15,1,1802
O030711,2024-12-14,C09521,P060,S031,10,2,44139
O030712,2026-01-19,C07084,P088,S043,15,2,12382
O030713,2024-10-14,C00229,P014,S037,10,5,34056
O030714,2024-09-08,C04846,P046,S034,15,3,46971
O030715,2025-11-09,C09402,P093,S018,5,8,65664
O030716,2025-08-20,C01971,P037,S010,5,1,18912
O030717,2026-02-08,C06262,P083,S034,0,2,28646
O030718,2025-09-23,C07953,P006,S018,10,4,4572
O030719,2026-01-07,C04228,P069,S049,0,3,73161
O030720,2025-07-24,C01726,P011,S038,0,2,42496
O030721,2024-05-10,C09809,P071,S021,10,5,53820
O030722,2024-08-30,C06186,P010,S004,20,6,43348
O030723,2025-07-12,C02483,P018,S026,15,1,19666
O030724,2024-10-16,C05286,P097,S024,5,11,154973
O030725,2024-07-24,C01451,P079,S002,20,5,50692
O030726,2025-06-17,C06192,P075,S037,10,2,5985
O030727,2024-08-10,C05162,P082,S021,0,5,102145
O030728,2025-06-12,C04281,P093,S012,5,7,57456
O030729,2025-10-21,C05942,P003,S028,15,2,12880
O030730,2024-04-23,C08033,P030,S032,20,3,39350
O030731,2024-12-04,C01256,P051,S050,20,5,32160
O030732,2025-04-09,C00401,P013,S005,0,2,30432
O030733,2025-06-10,C09940,P090,S001,10,12,154224
O030734,2024-05-27,C05640,P019,S022,5,2,37183
O030735,2024-11-12,C05353,P011,S036,5,2,40371
O030736,2024-07-04,C03465,P069,S031,0,3,73161
O030737,2025-09-11,C05067,P025,S016,5,3,56732
O030738,2024-08-13,C06646,P093,S006,5,7,57456
O030739,2025-04-06,C02415,P022,S038,0,1,3312
O030740,2024-02-24,C01088,P045,S022,10,3,16545
O030741,2024-08-04,C03875,P089,S044,0,3,14076
O030742,2025-10-20,C03161,P032,S045,5,2,8732
O030743,2024-05-06,C06500,P035,S039,5,9,75804
O030744,2024-12-09,C09585,P057,S016,5,5,113078
O030745,2024-03-02,C09708,P052,S033,0,4,54944
O030746,2024-02-18,C02694,P055,S010,0,4,79204
O030747,2024-08-19,C02904,P064,S010,15,1,1802
O030748,2025-03-22,C06052,P081,S023,0,4,50484
O030749,2024-03-10,C05377,P090,S038,10,3,38556
O030750,2025-10-07,C00221,P003,S009,10,1,6819
O030751,2025-05-28,C06417,P036,S002,10,1,14704
O030752,2024-08-04,C03013,P060,S007,0,2,49044
O030753,2024-07-12,C07545,P097,S002,0,7,103810
O030754,2025-08-15,C05367,P031,S024,0,1,7240
O030755,2024-10-10,C08050,P007,S044,0,2,30358
O030756,2024-10-15,C05690,P084,S011,10,1,1456
O030757,2025-11-30,C09463,P083,S013,0,1,14323
O030758,2025-11-10,C04269,P045,S020,0,4,24512
O030759,2025-09-21,C05448,P040,S016,5,4,52637
O030760,2025-09-12,C04219,P069,S045,0,3,73161
O030761,2024-08-11,C09945,P032,S011,10,2,8272
O030762,2025-04-28,C00636,P046,S008,10,3,49734
O030763,2024-09-03,C02738,P017,S005,10,1,5744
O030764,2025-12-27,C05351,P055,S049,5,3,56432
O030765,2025-07-11,C02697,P008,S020,15,1,8633
O030766,2025-06-16,C09692,P099,S043,15,4,65433
O030767,2024-05-13,C08693,P006,S015,20,1,1016
O030768,2024-04-26,C01657,P063,S046,20,1,6470
O030769,2025-05-22,C03359,P044,S017,15,5,49827
O030770,2024-08-21,C06465,P068,S042,5,2,23020
O030771,2025-09-21,C01897,P034,S032,0,5,103495
O030772,2024-04-19,C02109,P001,S013,10,4,55612
O030773,2025-08-27,C09354,P092,S043,5,2,4607
O030774,2024-03-24,C00126,P091,S014,0,1,850
O030775,2024-10-02,C03776,P085,S022,10,1,7121
O030776,2025-05-13,C04288,P089,S009,5,2,8914
O030777,2025-04-17,C02241,P088,S028,5,2,13839
O030778,2024-11-02,C00589,P028,S022,15,6,2437
O030779,2025-01-29,C03095,P066,S013,0,4,4712
O030780,2024-08-20,C08935,P071,S034,0,7,83720
O030781,2025-07-18,C06527,P075,S018,0,2,6650
O030782,2024-10-30,C03228,P094,S026,0,11,216612
O030783,2024-06-17,C09309,P083,S049,5,1,13606
O030784,2025-04-16,C09018,P006,S004,15,5,5397
O030785,2024-06-12,C01704,P060,S028,25,2,36783
O030786,2024-03-17,C06848,P041,S011,0,5,87295
O030787,2025-04-15,C09346,P080,S017,0,5,113630
O030788,2024-02-29,C06218,P083,S007,5,2,27213
O030789,2024-07-03,C09327,P026,S008,25,11,48130
O030790,2025-01-08,C08044,P015,S013,15,1,9398
O030791,2025-03-30,C01506,P034,S050,0,3,62097
O030792,2025-04-23,C07033,P014,S018,0,5,37840
O030793,2025-02-09,C02245,P069,S035,0,3,73161
O030794,2025-05-14,C07081,P084,S024,10,5,7281
O030795,2024-08-06,C03136,P012,S014,10,2,19816
O030796,2025-03-30,C06086,P037,S018,0,5,99540
O030797,2025-06-19,C07233,P071,S042,15,5,50830
O030798,2024-07-31,C07943,P098,S050,5,4,31467
O030799,2025-09-11,C08361,P032,S004,5,2,8732
O030800,2025-02-05,C00177,P009,S006,5,2,2445
O030801,2025-03-22,C01169,P037,S043,5,4,75650
O030802,2025-06-07,C00587,P009,S034,5,2,2445
O030803,2025-10-04,C00055,P019,S025,10,5,88065
O030804,2025-04-06,C06778,P076,S033,5,7,98220
O030805,2024-11-17,C08328,P064,S045,0,1,2120
O030806,2025-10-02,C07540,P008,S001,0,1,10157
O030807,2024-12-20,C05143,P012,S025,0,2,22018
O030808,2025-11-22,C08730,P037,S048,0,5,99540
O030809,2025-09-11,C07928,P016,S017,20,1,7358
O030810,2024-03-21,C02208,P003,S027,10,2,13638
O030811,2026-01-14,C02566,P008,S037,5,1,9649
O030812,2025-07-12,C01729,P011,S038,0,2,42496
O030813,2024-10-22,C05497,P082,S020,10,4,73544
O030814,2025-10-04,C00708,P074,S034,5,11,125034
O030815,2025-01-01,C01241,P097,S003,10,12,160164
O030816,2025-01-14,C04360,P015,S010,15,1,9398
O030817,2025-10-26,C01576,P023,S034,5,11,23366
O030818,2025-06-08,C02990,P012,S023,15,2,18715
O030819,2025-04-30,C06144,P092,S012,5,1,2303
O030820,2025-12-01,C09377,P003,S019,5,2,14396
O030821,2024-05-02,C04980,P061,S043,10,1,16297
O030822,2024-06-06,C06223,P065,S032,5,5,108927
O030823,2024-04-17,C05587,P035,S031,10,3,23938
O030824,2024-11-16,C04161,P001,S002,5,3,44026
O030825,2024-11-09,C00569,P100,S029,20,2,23036
O030826,2025-05-26,C01443,P094,S039,10,6,106336
O030827,2024-02-20,C00947,P094,S021,15,7,117167
O030828,2024-08-27,C08244,P074,S017,5,8,90934
O030829,2025-08-17,C06970,P014,S035,15,3,19298
O030830,2025-04-11,C07194,P088,S002,5,1,6919
O030831,2024-05-02,C04488,P084,S018,10,5,7281
O030832,2024-07-19,C00234,P084,S007,10,2,2912
O030833,2025-09-16,C04528,P033,S028,0,4,32228
O030834,2024-03-20,C09322,P076,S046,5,11,154346
O030835,2025-11-27,C04704,P051,S005,25,3,18090
O030836,2024-05-15,C02552,P069,S034,0,3,73161
O030837,2025-03-27,C04729,P087,S027,5,12,90972
O030838,2025-03-30,C00616,P016,S019,25,1,6898
O030839,2025-02-11,C01925,P041,S028,0,5,87295
O030840,2025-05-21,C07345,P091,S034,15,3,2167
O030841,2025-01-08,C03929,P073,S005,5,2,41883
O030842,2025-10-31,C02346,P014,S037,20,3,18163
O030843,2025-07-19,C04890,P029,S030,5,2,32402
O030844,2025-08-30,C02773,P014,S024,25,1,5676
O030845,2025-10-12,C00919,P095,S037,0,6,21924
O030846,2024-09-29,C05196,P007,S019,0,1,15179
O030847,2024-12-12,C07719,P044,S019,5,4,44551
O030848,2024-09-30,C04856,P009,S020,0,3,3861
O030849,2025-06-10,C06244,P061,S049,10,5,81486
O030850,2025-04-01,C00274,P078,S032,20,2,31313
O030851,2025-01-27,C02346,P060,S013,10,1,22069
O030852,2024-11-23,C03074,P083,S028,10,1,12890
O030853,2025-12-19,C09148,P053,S040,0,3,894
O030854,2024-08-12,C03758,P098,S019,10,1,7452
O030855,2025-12-16,C06353,P074,S017,5,5,56833
O030856,2025-07-07,C05691,P047,S024,10,3,27918
O030857,2024-02-27,C04793,P016,S016,0,2,18396
O030858,2025-06-11,C06590,P047,S044,10,4,37224
O030859,2024-05-09,C02889,P037,S017,0,1,19908
O030860,2025-01-13,C02719,P023,S003,0,5,11180
O030861,2024-05-19,C08789,P031,S018,5,1,6878
O030862,2025-04-01,C04385,P058,S014,5,2,20134
O030863,2025-07-11,C02240,P063,S043,5,2,15367
O030864,2024-05-26,C04362,P002,S003,5,2,15965
O030865,2025-05-11,C03845,P086,S025,10,3,31325
O030866,2024-10-11,C09028,P004,S044,0,2,518
O030867,2025-03-19,C06387,P097,S007,5,12,169062
O030868,2025-04-16,C04774,P022,S039,0,1,3312
O030869,2024-05-28,C09184,P057,S025,5,2,45231
O030870,2025-10-07,C04777,P031,S050,10,1,6516
O030871,2024-04-27,C08893,P076,S017,5,9,126283
O030872,2024-11-16,C04916,P097,S012,0,3,44490
O030873,2025-06-16,C05560,P054,S007,10,5,101821
O030874,2025-07-25,C01634,P020,S028,5,2,37943
O030875,2025-08-14,C04682,P041,S034,5,2,33172
O030876,2025-03-27,C08270,P009,S049,5,5,6113
O030877,2024-06-29,C03746,P048,S027,0,4,66356
O030878,2025-11-18,C02747,P023,S027,10,7,14086
O030879,2025-09-07,C03286,P033,S035,10,4,29005
O030880,2025-01-08,C03251,P083,S048,0,1,14323
O030881,2025-04-16,C07998,P033,S005,0,3,24171
O030882,2025-05-23,C07197,P069,S008,10,4,87793
O030883,2025-03-22,C02653,P063,S014,15,2,13749
O030884,2026-01-18,C06572,P053,S046,0,3,894
O030885,2025-04-07,C04926,P021,S017,15,5,37463
O030886,2025-06-03,C01765,P064,S035,15,1,1802
O030887,2024-07-23,C05188,P032,S047,5,2,8732
O030888,2024-09-20,C05582,P064,S022,5,1,2014
O030889,2025-05-02,C00765,P041,S012,0,5,87295
O030890,2024-10-20,C06598,P083,S004,0,2,28646
O030891,2025-02-25,C04113,P046,S012,0,1,18420
O030892,2024-09-23,C07089,P022,S026,15,1,2815
O030893,2025-07-09,C04248,P018,S034,5,2,43960
O030894,2025-02-16,C08653,P100,S035,0,1,14398
O030895,2025-10-07,C08792,P025,S029,5,4,75642
O030896,2025-07-23,C07486,P100,S031,10,1,12958
O030897,2025-06-19,C05198,P080,S002,10,3,61360
O030898,2024-07-17,C04635,P090,S034,15,11,133518
O030899,2025-01-25,C08488,P077,S027,10,5,21478
O030900,2025-08-22,C06544,P096,S013,0,3,57660
O030901,2024-02-29,C04534,P067,S013,5,2,39432
O030902,2024-04-25,C01423,P100,S042,0,1,14398
O030903,2026-02-08,C08857,P019,S020,5,3,55774
O030904,2024-08-28,C07212,P078,S044,10,2,35227
O030905,2024-11-08,C03444,P021,S003,0,7,61705
O030906,2025-12-09,C08751,P096,S017,10,5,86490
O030907,2024-12-31,C02533,P050,S016,5,5,2845
O030908,2024-09-22,C01108,P024,S038,30,2,4692
O030909,2024-07-13,C04762,P061,S019,0,4,72432
O030910,2025-01-18,C06061,P080,S003,5,2,43179
O030911,2024-06-03,C00106,P072,S036,20,3,25840
O030912,2025-03-12,C03679,P060,S008,0,2,49044
O030913,2024-04-13,C09899,P093,S039,5,7,57456
O030914,2025-04-12,C08136,P051,S029,10,5,36180
O030915,2024-08-27,C00791,P050,S003,10,3,1617
O030916,2024-04-07,C09004,P057,S033,10,1,21425
O030917,2025-09-02,C04946,P069,S022,0,4,97548
O030918,2026-01-14,C08362,P014,S048,10,4,27244
O030919,2025-03-12,C06924,P024,S046,0,2,6704
O030920,2025-12-27,C04446,P010,S033,5,10,85794
O030921,2025-09-14,C06610,P069,S016,20,2,39019
O030922,2025-06-07,C06105,P045,S037,0,4,24512
O030923,2024-08-27,C01933,P054,S029,10,1,20364
O030924,2025-11-29,C01752,P011,S016,10,5,95616
O030925,2025-10-25,C05201,P097,S004,10,9,120123
O030926,2024-03-10,C08641,P093,S038,20,6,41472
O030927,2024-08-18,C02680,P098,S050,15,5,35194
O030928,2025-08-27,C09317,P066,S050,5,11,12310
O030929,2024-05-14,C01393,P041,S028,0,2,34918
O030930,2025-03-23,C01819,P055,S005,0,5,99005
O030931,2025-05-07,C01684,P048,S001,0,4,66356
O030932,2024-03-05,C09481,P048,S044,5,4,63038
O030933,2026-01-29,C02250,P041,S019,15,3,44520
O030934,2025-09-01,C09334,P088,S046,0,2,14568
O030935,2025-10-31,C01049,P058,S029,20,1,8477
O030936,2024-02-19,C05691,P039,S006,0,1,3063
O030937,2024-11-01,C06052,P085,S015,15,2,13452
O030938,2025-06-24,C07215,P072,S048,10,6,58141
O030939,2024-09-30,C07585,P010,S001,0,10,90310
O030940,2024-06-20,C04630,P053,S032,25,1,223
O030941,2024-06-08,C04203,P075,S011,5,2,6317
O030942,2025-06-27,C09114,P060,S018,0,1,24522
O030943,2025-07-22,C08902,P078,S018,10,4,70455
O030944,2025-10-16,C05089,P069,S014,0,3,73161
O030945,2026-01-02,C00447,P050,S026,15,8,4073
O030946,2024-06-23,C02510,P025,S009,20,2,31849
O030947,2024-09-04,C07550,P026,S002,0,5,29170
O030948,2025-01-04,C01073,P038,S029,5,1,22559
O030949,2024-05-20,C03129,P044,S017,0,1,11724
O030950,2025-06-29,C07176,P045,S029,5,2,11643
O030951,2025-10-15,C06840,P098,S049,10,1,7452
O030952,2026-01-16,C04119,P094,S025,5,12,224488
O030953,2026-02-01,C09260,P017,S030,20,3,15319
O030954,2024-06-03,C07746,P053,S008,0,5,1490
O030955,2025-07-06,C05891,P036,S034,0,1,16338
O030956,2024-07-20,C08629,P097,S011,10,12,160164
O030957,2024-03-03,C05005,P095,S032,20,3,8769
O030958,2025-04-21,C01093,P018,S033,0,2,46274
O030959,2024-11-14,C00594,P012,S048,15,5,46788
O030960,2025-11-11,C00277,P070,S028,5,7,78569
O030961,2025-07-04,C04588,P011,S039,0,1,21248
O030962,2024-12-18,C08275,P026,S022,10,8,42004
O030963,2025-12-01,C03384,P041,S049,5,1,16586
O030964,2025-09-25,C07554,P008,S011,5,1,9649
O030965,2024-07-14,C00468,P096,S034,0,12,230640
O030966,2024-07-05,C05261,P087,S003,10,3,21546
O030967,2025-02-04,C00998,P005,S012,0,4,21432
O030968,2024-07-01,C02380,P094,S012,5,5,93537
O030969,2025-06-20,C05049,P068,S032,15,1,10298
O030970,2025-03-09,C09485,P037,S049,10,3,53751
O030971,2025-10-24,C04096,P047,S042,0,4,41360
O030972,2025-03-14,C09560,P006,S005,15,3,3238
O030973,2024-03-30,C07822,P022,S045,15,2,5630
O030974,2024-12-18,C07026,P090,S010,10,12,154224
O030975,2024-04-24,C00094,P029,S040,30,3,35813
O030976,2025-07-16,C09115,P029,S008,0,5,85270
O030977,2024-10-17,C07294,P069,S008,0,2,48774
O030978,2024-09-01,C01910,P019,S025,10,4,70452
O030979,2024-07-08,C07055,P003,S014,0,1,7577
O030980,2024-04-13,C01880,P040,S040,5,1,13159
O030981,2025-10-08,C09997,P078,S021,10,4,70455
O030982,2024-06-25,C01159,P047,S006,20,4,33088
O030983,2025-04-02,C05222,P060,S038,0,1,24522
O030984,2025-08-18,C00358,P040,S041,0,1,13852
O030985,2025-01-09,C08334,P087,S031,10,8,57456
O030986,2024-12-02,C09987,P027,S022,15,11,69311
O030987,2024-06-07,C02219,P064,S035,10,2,3816
O030988,2025-09-07,C07533,P013,S019,0,5,76080
O030989,2025-12-31,C07907,P086,S040,10,4,41767
O030990,2025-04-12,C09271,P011,S039,5,3,60556
O030991,2024-03-27,C08694,P079,S013,10,5,57028
O030992,2025-09-25,C06075,P093,S022,5,5,41040
O030993,2024-10-04,C07926,P079,S043,0,1,12673
O030994,2025-02-21,C00886,P025,S047,30,5,69671
O030995,2025-06-21,C02940,P085,S019,0,1,7913
O030996,2024-05-05,C08795,P043,S021,10,10,108504
O030997,2024-07-14,C05819,P055,S003,0,1,19801
O030998,2024-08-12,C01725,P073,S010,0,1,22044
O030999,2024-12-10,C05930,P089,S045,25,3,10557
O031000,2024-10-10,C00172,P028,S005,0,8,3824
O031001,2024-04-24,C04677,P087,S025,10,10,71820
O031002,2026-01-18,C01302,P029,S046,10,2,30697
O031003,2025-09-20,C00084,P094,S037,5,12,224488
O031004,2024-04-10,C06232,P089,S006,10,1,4222
O031005,2024-02-19,C09364,P084,S029,0,3,4854
O031006,2025-10-08,C09136,P035,S012,0,12,106392
O031007,2024-02-22,C04829,P001,S001,5,5,73378
O031008,2024-03-20,C06680,P046,S008,5,4,69996
O031009,2025-12-16,C01787,P024,S002,10,4,12067
O031010,2025-12-28,C04310,P093,S008,0,11,95040
O031011,2024-07-27,C08999,P089,S043,0,3,14076
O031012,2025-12-03,C08503,P019,S004,0,2,39140
O031013,2025-02-09,C01761,P019,S049,10,1,17613
O031014,2024-03-14,C05492,P033,S013,5,5,38270
O031015,2025-11-30,C02231,P053,S029,10,2,536
O031016,2024-10-07,C06342,P087,S041,10,3,21546
O031017,2025-09-04,C01983,P055,S041,5,5,94054
O031018,2025-02-25,C09549,P052,S036,15,7,81729
O031019,2024-08-27,C06554,P099,S015,10,7,121243
O031020,2026-01-13,C06865,P092,S008,5,3,6911
O031021,2024-11-16,C00357,P041,S007,0,2,34918
O031022,2024-03-19,C04952,P067,S024,5,4,78865
O031023,2025-10-18,C09391,P044,S017,0,1,11724
O031024,2024-04-21,C05061,P012,S031,5,4,41834
O031025,2024-04-04,C04735,P072,S028,0,8,86136
O031026,2024-07-04,C02312,P034,S020,10,9,167661
O031027,2025-05-21,C05611,P070,S017,5,7,78569
O031028,2024-05-04,C08719,P047,S045,10,4,37224
O031029,2025-02-04,C03245,P066,S012,0,12,14136
O031030,2025-09-29,C06885,P021,S012,15,5,37463
O031031,2024-02-14,C00365,P075,S002,5,2,6317
O031032,2024-12-26,C07563,P033,S050,10,3,21753
O031033,2025-12-06,C03332,P013,S044,10,5,68472
O031034,2024-03-01,C00113,P043,S027,10,5,54252
O031035,2024-11-11,C04575,P079,S018,5,1,12039
O031036,2025-02-14,C09040,P012,S008,30,3,23118
O031037,2025-11-08,C02530,P023,S028,0,4,8944
O031038,2024-05-28,C09862,P082,S035,5,4,77630
O031039,2025-10-11,C06572,P089,S025,5,3,13372
O031040,2025-09-01,C07685,P093,S014,5,11,90288
O031041,2025-06-09,C08152,P060,S035,10,2,44139
O031042,2025-05-18,C08773,P020,S036,0,4,79880
O031043,2025-05-08,C08568,P054,S034,5,1,21495
O031044,2024-10-20,C02978,P083,S046,5,1,13606
O031045,2024-08-07,C02614,P100,S018,5,2,27356
O031046,2024-11-12,C09064,P078,S041,5,2,37184
O031047,2024-08-20,C00485,P034,S002,0,5,103495
O031048,2024-03-21,C06881,P042,S022,5,2,45104
O031049,2024-12-03,C03761,P043,S037,20,6,57868
O031050,2025-12-14,C05633,P094,S003,0,8,157536
O031051,2024-09-15,C01711,P053,S047,0,3,894
O031052,2025-12-18,C01161,P010,S038,5,10,85794
O031053,2025-02-10,C06418,P072,S048,15,4,36607
O031054,2025-07-05,C09574,P066,S003,0,7,8246
O031055,2025-09-24,C00231,P086,S009,15,1,9861
O031056,2025-09-06,C06375,P024,S021,10,3,9050
O031057,2024-11-20,C03187,P070,S039,5,9,101018
O031058,2024-12-05,C06854,P005,S022,5,4,20360
O031059,2024-08-16,C02563,P094,S028,5,10,187074
O031060,2026-01-19,C02032,P030,S011,10,1,14756
O031061,2025-09-16,C00112,P096,S013,5,4,73036
O031062,2025-09-02,C03218,P003,S039,10,1,6819
O031063,2025-02-17,C05908,P076,S017,0,12,177240
O031064,2024-11-03,C09565,P026,S028,20,5,23336
O031065,2025-03-29,C09424,P076,S032,5,9,126283
O031066,2026-01-02,C08196,P034,S004,20,3,49677
O031067,2024-06-14,C06253,P073,S021,10,2,39679
O031068,2025-03-06,C03150,P072,S043,10,12,116283
O031069,2025-11-28,C09955,P022,S050,0,2,6624
O031070,2025-01-19,C01721,P047,S020,0,5,51700
O031071,2024-08-19,C04835,P059,S017,0,4,58072
O031072,2025-06-21,C02097,P073,S030,5,2,41883
O031073,2025-07-06,C09325,P088,S041,0,2,14568
O031074,2024-10-17,C09909,P076,S009,15,8,100436
O031075,2025-12-18,C00522,P076,S021,5,11,154346
O031076,2025-05-17,C02424,P053,S006,5,2,566
O031077,2024-04-20,C05243,P046,S032,0,5,92100
O031078,2025-07-17,C06732,P055,S034,15,1,16830
O031079,2024-09-29,C00635,P018,S001,10,1,20823
O031080,2025-05-20,C08841,P017,S033,0,2,12766
O031081,2024-02-14,C09365,P040,S031,0,3,41556
O031082,2025-10-27,C07686,P037,S020,0,5,99540
O031083,2025-12-23,C00367,P031,S008,10,2,13032
O031084,2025-05-11,C06290,P009,S046,0,3,3861
O031085,2025-04-12,C03784,P096,S038,5,12,219108
O031086,2025-03-19,C06027,P019,S046,10,1,17613
O031087,2024-08-26,C03989,P053,S031,5,5,1415
O031088,2025-10-05,C04308,P042,S010,5,2,45104
O031089,2024-06-08,C05378,P100,S038,0,1,14398
O031090,2025-03-22,C08817,P003,S030,5,2,14396
O031091,2025-07-23,C01804,P088,S026,0,1,7284
O031092,2024-07-26,C01235,P036,S011,0,2,32676
O031093,2024-04-25,C09299,P090,S022,15,7,84966
O031094,2026-01-30,C07251,P084,S014,20,3,3883
O031095,2025-06-20,C00762,P078,S021,0,1,19571
O031096,2024-08-07,C08541,P059,S025,10,2,26132
O031097,2024-09-11,C06332,P096,S023,0,8,153760
O031098,2024-04-11,C07586,P008,S034,5,2,19298
O031099,2024-02-12,C06971,P053,S018,5,2,566
O031100,2024-08-03,C00896,P037,S019,5,5,94563
O031101,2024-03-21,C07452,P075,S010,10,2,5985
O031102,2024-07-05,C00331,P070,S025,0,9,106335
O031103,2025-05-17,C03552,P037,S023,10,1,17917
O031104,2024-03-22,C00923,P032,S016,0,2,9192
O031105,2025-11-06,C01519,P033,S033,15,4,27393
O031106,2024-06-16,C05429,P046,S031,0,5,92100
O031107,2024-10-29,C03451,P081,S039,0,1,12621
O031108,2025-11-16,C05114,P061,S015,0,4,72432
O031109,2024-05-22,C03339,P054,S013,10,4,81457
O031110,2024-07-25,C08197,P098,S030,0,1,8281
O031111,2024-04-19,C08098,P099,S028,0,4,76980
O031112,2024-03-23,C06462,P038,S006,0,2,47494
O031113,2024-04-24,C08239,P050,S027,10,9,4851
O031114,2025-12-21,C09242,P022,S041,10,2,5961
O031115,2025-07-22,C05335,P063,S013,15,1,6874
O031116,2024-04-06,C08491,P066,S016,0,5,5890
O031117,2025-04-13,C08253,P058,S006,0,2,21194
O031118,2024-11-20,C07142,P096,S047,0,5,96100
O031119,2025-10-15,C03488,P023,S040,0,12,26832
O031120,2025-02-26,C05759,P013,S043,10,2,27388
O031121,2026-01-05,C01825,P028,S009,5,6,2724
O031122,2024-02-25,C00756,P016,S002,5,1,8738
O031123,2025-09-04,C08768,P060,S002,0,2,49044
O031124,2024-10-13,C07111,P013,S037,10,3,41083
O031125,2026-02-07,C02225,P024,S038,5,4,12737
O031126,2025-04-11,C09743,P068,S023,5,1,11510
O031127,2024-11-16,C06420,P096,S007,0,11,211420
O031128,2024-10-30,C00534,P046,S005,0,4,73680
O031129,2024-09-27,C01992,P051,S011,5,3,22914
O031130,2025-03-31,C00864,P045,S025,0,5,30640
O031131,2024-03-03,C04508,P026,S003,20,3,14001
O031132,2024-02-21,C09247,P043,S034,5,4,45812
O031133,2024-02-13,C03027,P079,S033,10,1,11405
O031134,2024-08-04,C05962,P080,S021,0,5,113630
O031135,2024-12-09,C01209,P001,S034,0,3,46344
O031136,2025-02-27,C01611,P028,S034,25,5,1792
O031137,2025-09-17,C04328,P081,S019,0,2,25242
O031138,2025-05-05,C01098,P016,S029,0,2,18396
O031139,2025-05-09,C00253,P095,S027,15,10,31059
O031140,2024-09-12,C00434,P060,S020,10,1,22069
O031141,2024-09-04,C01957,P016,S042,10,1,8278
O031142,2024-03-11,C02789,P068,S035,10,2,21808
O031143,2026-01-02,C09415,P043,S042,0,7,84392
O031144,2025-06-02,C00084,P024,S031,10,1,3016
O031145,2026-01-26,C08904,P027,S012,0,11,81543
O031146,2026-01-07,C05777,P035,S036,0,9,79794
O031147,2025-04-23,C03046,P034,S043,5,8,157312
O031148,2025-08-10,C08409,P057,S044,5,2,45231
O031149,2024-04-24,C07629,P085,S050,5,5,37586
O031150,2024-06-09,C05357,P045,S013,10,3,16545
O031151,2024-08-16,C04016,P013,S041,15,1,12933
